platform,content_type,industry,posting_hour,caption_length,cta,influencer,reach,engagement
Facebook,Video,Fitness,22,93,0,1,35642,4.62
Instagram,Post,RealEstate,14,247,0,0,23645,3.46
Instagram,Reel,Entertainment,9,156,1,1,29851,6.38
LinkedIn,Article,Entertainment,10,102,0,1,28728,4.3
Instagram,Image,Healthcare,10,157,0,0,16113,2.93
Instagram,Post,FinTech,12,249,1,0,28144,4.34
Twitter,Thread,EdTech,7,190,1,0,26543,3.37
LinkedIn,Post,Fitness,6,221,0,0,31268,3.67
Twitter,Tweet,Fashion,22,69,0,1,28294,4.15
Twitter,Thread,Food,20,62,0,0,32933,4.5
LinkedIn,Article,Sports,16,159,0,0,36387,4.19
Instagram,Reel,EdTech,11,134,1,1,51845,6.33
LinkedIn,Post,Travel,16,96,0,1,23717,3.66
LinkedIn,Article,Entertainment,21,157,0,0,27865,5.41
Instagram,Carousel,Fashion,19,201,1,1,32030,6.42
Twitter,Thread,Healthcare,6,225,0,1,33329,3.89
Instagram,Post,Tech,7,66,1,1,23777,4.92
YouTube,Live,Healthcare,13,221,1,0,38245,6.25
Facebook,Post,Travel,18,88,0,0,25979,3.85
YouTube,Shorts,Tech,11,69,1,1,35086,7.37
LinkedIn,Post,Beauty,13,190,1,1,42112,5.86
Instagram,Post,Tech,20,72,1,1,28190,5.64
Twitter,Tweet,Fashion,18,155,0,0,30739,4.23
YouTube,Live,RealEstate,15,180,0,1,48798,6.24
LinkedIn,Post,FinTech,20,134,1,1,39392,5.51
Instagram,Reel,Sports,13,50,1,1,50807,6.66
LinkedIn,Article,Entertainment,9,61,0,1,24925,4.25
Twitter,Tweet,Food,12,98,0,1,23906,4.42
Facebook,Video,Travel,9,243,1,0,36522,4.17
YouTube,Video,Sports,20,167,0,1,30906,7.81
Instagram,Post,Healthcare,21,180,0,0,37720,4.68
Facebook,Image,Gaming,16,179,1,1,33945,4.6
Facebook,Post,Gaming,16,125,1,0,18288,3.34
YouTube,Live,Entertainment,22,126,1,0,26769,5.77
YouTube,Live,Food,17,222,0,0,36809,5.8
LinkedIn,Post,Sports,17,193,1,1,36202,4.7
YouTube,Shorts,Gaming,6,183,0,0,27491,5.11
Instagram,Reel,FinTech,14,242,0,1,42397,6.44
Facebook,Image,Entertainment,15,102,0,1,35210,4.5
Instagram,Carousel,Entertainment,23,149,0,1,30802,3.83
Instagram,Post,Gaming,19,225,1,0,25639,5.42
LinkedIn,Post,Healthcare,20,107,1,0,36310,4.43
Facebook,Post,Tech,11,224,0,0,28234,3.43
YouTube,Video,Gaming,7,159,1,1,27947,6.69
YouTube,Shorts,Fitness,16,169,0,0,22988,4.78
YouTube,Video,Sports,15,175,1,0,42025,5.35
LinkedIn,Post,EdTech,22,67,0,1,28399,4.02
Twitter,Tweet,Travel,13,104,1,1,27789,5.0
Facebook,Video,Beauty,21,193,0,0,33610,4.84
Twitter,Tweet,RealEstate,13,60,1,1,44357,5.16
Instagram,Post,Food,23,235,1,0,29718,3.34
LinkedIn,Article,Tech,7,125,0,1,26999,4.57
Instagram,Carousel,Sports,23,186,0,0,20157,3.02
Facebook,Video,Gaming,9,102,1,0,34310,4.24
Facebook,Image,Tech,16,59,0,0,14832,3.22
LinkedIn,Post,Healthcare,13,116,1,1,31233,4.76
Twitter,Thread,Travel,6,149,0,0,26625,3.15
YouTube,Video,Sports,7,229,0,1,54045,6.9
Instagram,Image,Sports,15,205,0,1,32777,4.27
Twitter,Thread,RealEstate,6,171,0,0,22032,3.63
Twitter,Thread,RealEstate,10,126,1,0,25191,3.35
Facebook,Image,Fitness,6,196,1,0,21329,3.91
LinkedIn,Post,Gaming,22,86,0,0,22029,3.58
LinkedIn,Post,Fashion,11,221,0,1,24478,3.01
Instagram,Image,RealEstate,8,114,0,0,26746,3.18
Twitter,Thread,Travel,10,221,0,0,22784,3.53
Instagram,Carousel,Travel,21,165,1,1,43525,6.12
Facebook,Video,Healthcare,17,130,1,0,19603,4.65
Facebook,Image,Entertainment,19,120,1,0,35952,4.66
LinkedIn,Article,Tech,20,141,1,1,37180,6.33
Facebook,Video,Healthcare,8,121,0,0,25076,3.94
Instagram,Reel,Fitness,22,211,0,1,46393,6.27
Facebook,Image,Beauty,14,189,1,0,26006,4.4
Facebook,Video,Entertainment,15,84,1,0,27440,4.64
YouTube,Video,RealEstate,13,207,0,0,32976,5.94
Facebook,Video,Healthcare,10,238,1,1,21566,5.3
Twitter,Tweet,Fashion,14,144,0,0,23226,3.23
YouTube,Shorts,Gaming,21,166,0,0,44454,6.86
Instagram,Image,Entertainment,14,198,0,1,34087,4.93
LinkedIn,Post,Beauty,14,146,0,1,30674,4.72
LinkedIn,Article,Sports,21,204,0,0,31385,5.63
Facebook,Image,Beauty,14,104,0,0,21089,4.15
YouTube,Live,Fashion,13,156,1,0,40699,6.47
Twitter,Thread,FinTech,11,215,1,0,20464,4.28
Facebook,Video,Healthcare,11,84,0,0,16761,3.84
LinkedIn,Post,Beauty,18,203,0,1,33832,4.38
Facebook,Post,Healthcare,21,173,0,0,31969,4.0
YouTube,Video,Sports,11,209,1,0,39937,5.25
LinkedIn,Article,Healthcare,8,108,1,1,21452,4.96
Instagram,Carousel,Beauty,22,225,1,0,25762,4.01
Facebook,Post,Healthcare,7,250,0,0,27654,3.87
Facebook,Video,Beauty,6,248,1,1,28785,5.63
YouTube,Shorts,FinTech,21,246,1,1,53482,8.11
YouTube,Video,Gaming,10,115,1,0,46267,6.33
LinkedIn,Article,Food,12,51,0,0,20082,3.32
Twitter,Tweet,Entertainment,16,154,1,0,18805,3.39
YouTube,Shorts,Food,23,158,1,1,48557,7.31
Facebook,Post,Beauty,23,173,0,1,26641,3.61
Twitter,Thread,Food,17,248,1,0,36098,4.26
Instagram,Carousel,Tech,11,75,0,1,34628,4.64
YouTube,Live,Entertainment,7,91,1,0,40440,5.83
Facebook,Post,Healthcare,19,72,0,1,28117,5.65
Instagram,Reel,Entertainment,18,152,1,0,60265,7.41
Facebook,Video,Tech,20,52,0,1,27082,6.27
YouTube,Live,Beauty,13,207,0,0,32691,6.2
Instagram,Carousel,Fashion,14,249,1,1,37358,5.42
Twitter,Tweet,Beauty,6,238,0,0,18247,2.46
YouTube,Live,Travel,17,120,0,0,34654,5.83
YouTube,Video,Food,11,154,0,0,31519,5.16
LinkedIn,Post,Sports,22,115,1,1,37599,4.53
YouTube,Shorts,Sports,13,243,1,1,49685,7.41
YouTube,Video,Tech,9,116,0,1,46890,6.69
Facebook,Video,Entertainment,13,130,1,1,39254,6.23
Instagram,Image,FinTech,15,73,1,1,25487,5.42
Facebook,Post,Travel,17,105,1,0,33188,3.5
Facebook,Post,Entertainment,12,110,0,1,22914,4.69
Facebook,Image,Healthcare,17,89,0,0,22662,2.81
Twitter,Tweet,Sports,23,60,1,1,28416,4.12
Twitter,Thread,Tech,11,245,1,1,28494,4.95
YouTube,Video,Fitness,22,158,1,0,37709,6.3
Twitter,Tweet,Tech,9,228,1,1,25952,3.93
Instagram,Carousel,Gaming,9,133,1,1,27641,5.35
LinkedIn,Post,Food,21,206,1,1,30503,6.24
Twitter,Tweet,Gaming,17,143,1,1,26134,4.47
YouTube,Video,Healthcare,13,75,1,0,45303,7.35
Twitter,Tweet,EdTech,10,171,0,0,18859,2.49
Facebook,Video,Beauty,23,234,1,1,26195,5.0
YouTube,Live,Fitness,18,75,0,0,32919,5.99
LinkedIn,Article,RealEstate,9,165,1,1,31475,5.7
YouTube,Live,Sports,14,138,0,1,31606,7.36
YouTube,Video,Healthcare,23,94,1,1,38744,6.98
YouTube,Shorts,Sports,20,70,1,1,48884,8.31
Facebook,Image,RealEstate,16,157,1,0,15130,3.25
LinkedIn,Post,Travel,16,217,1,1,38304,5.48
Twitter,Thread,Tech,17,241,1,1,22378,4.85
Instagram,Carousel,Entertainment,13,219,1,0,22286,4.64
Twitter,Tweet,Fashion,8,171,0,0,25277,3.09
YouTube,Video,Fashion,14,208,0,0,41932,6.29
LinkedIn,Post,FinTech,15,163,0,0,25804,3.09
Facebook,Image,Fitness,17,133,1,1,38057,4.38
LinkedIn,Article,EdTech,23,95,1,1,35452,5.29
YouTube,Shorts,Travel,21,188,0,0,41349,7.45
LinkedIn,Article,Food,10,127,0,0,30971,4.14
Facebook,Post,Food,21,186,0,1,50731,6.04
Twitter,Thread,Fitness,19,124,0,0,28613,4.3
Facebook,Post,Beauty,19,151,0,0,32750,4.0
Twitter,Thread,FinTech,14,70,1,0,31517,4.35
YouTube,Live,RealEstate,14,122,1,1,38718,7.62
Instagram,Carousel,EdTech,15,78,1,1,31118,5.44
YouTube,Shorts,FinTech,16,54,0,0,40982,4.82
Instagram,Carousel,Fashion,15,118,0,1,33614,5.11
Facebook,Image,EdTech,6,176,0,1,25096,4.14
Twitter,Thread,Tech,7,134,0,0,15289,3.13
Twitter,Tweet,Beauty,21,96,0,1,35321,4.6
Instagram,Reel,Sports,13,148,1,0,34824,5.24
Facebook,Post,Entertainment,9,183,0,1,29388,4.53
LinkedIn,Article,EdTech,7,240,0,1,31245,4.63
LinkedIn,Post,Travel,7,220,0,0,18019,2.48
Twitter,Thread,Fitness,11,120,0,1,28547,3.78
Instagram,Reel,Healthcare,21,226,0,1,46031,6.87
Facebook,Image,Tech,8,225,1,0,20088,4.37
Facebook,Video,Beauty,9,82,1,0,26480,4.4
LinkedIn,Article,Entertainment,12,55,1,1,34534,5.1
LinkedIn,Post,Tech,20,193,1,1,28793,5.6
Facebook,Video,Travel,16,237,1,1,45130,5.39
YouTube,Live,EdTech,8,185,0,1,32535,5.42
LinkedIn,Article,Tech,6,248,1,0,30146,4.08
YouTube,Shorts,Sports,13,132,0,1,33769,7.01
Twitter,Tweet,Healthcare,15,132,1,1,19598,4.58
YouTube,Live,Fashion,7,83,0,0,27756,6.24
Twitter,Tweet,Fashion,7,196,1,1,32587,4.75
YouTube,Shorts,Fitness,17,106,0,0,41414,5.39
Twitter,Tweet,Tech,7,142,1,1,32939,3.86
Instagram,Image,Beauty,7,237,0,1,23122,5.53
YouTube,Video,Fashion,13,186,1,0,32406,6.62
Facebook,Video,RealEstate,11,192,1,0,35913,4.51
YouTube,Shorts,RealEstate,20,229,1,0,35971,7.19
Facebook,Video,Gaming,22,136,0,1,40546,5.08
LinkedIn,Article,Travel,19,245,1,1,39241,6.24
YouTube,Live,FinTech,18,246,1,1,62001,7.97
Twitter,Thread,Fitness,7,122,0,0,25941,3.08
Instagram,Image,FinTech,12,130,0,1,41963,5.09
YouTube,Live,Healthcare,10,74,0,1,32261,6.28
Facebook,Post,Travel,13,109,1,1,24586,5.01
Twitter,Tweet,Entertainment,8,235,1,1,23091,4.34
YouTube,Video,Healthcare,15,59,1,0,40008,5.9
LinkedIn,Article,Gaming,19,80,0,0,39586,5.4
Twitter,Tweet,Food,22,60,1,0,16832,2.24
Facebook,Image,Fitness,18,164,0,0,28454,4.84
Twitter,Tweet,EdTech,16,71,1,0,26201,3.8
LinkedIn,Post,Gaming,22,161,0,0,18363,2.17
Facebook,Post,Gaming,12,193,0,0,17233,3.66
Twitter,Thread,RealEstate,8,78,1,1,26759,4.65
Facebook,Post,Travel,6,247,1,0,21964,3.14
Twitter,Tweet,Tech,7,109,0,1,21903,3.49
Instagram,Reel,Entertainment,7,112,0,1,22192,5.36
Instagram,Image,Tech,21,55,1,0,42989,5.9
Facebook,Image,Beauty,22,242,1,1,37122,5.07
Facebook,Video,Entertainment,6,146,0,1,23862,5.51
LinkedIn,Post,Sports,14,63,1,0,20547,4.39
LinkedIn,Article,Fashion,6,124,1,0,23805,3.65
Instagram,Image,Tech,23,72,0,0,23365,3.29
YouTube,Live,Fitness,7,113,1,1,42265,7.2
Facebook,Image,Travel,17,140,1,0,21479,3.21
Instagram,Image,Gaming,6,192,1,0,21333,4.29
Twitter,Tweet,Fashion,18,183,0,1,27214,4.9
Facebook,Post,Food,16,164,0,0,21434,3.05
YouTube,Live,RealEstate,12,85,1,0,42063,6.88
Facebook,Video,Healthcare,11,131,0,0,21292,4.18
Facebook,Video,Fitness,16,155,1,1,34911,5.36
LinkedIn,Post,Sports,12,77,0,0,21859,4.06
YouTube,Live,Food,13,202,0,0,36184,5.67
LinkedIn,Post,Entertainment,21,84,1,1,32310,5.95
Twitter,Thread,Tech,10,91,0,0,17434,3.54
Instagram,Image,Gaming,13,240,0,0,17464,3.98
Twitter,Thread,Entertainment,16,167,0,1,29992,4.43
Instagram,Post,Entertainment,16,150,0,0,21289,3.0
Instagram,Carousel,Beauty,23,151,0,1,34173,4.87
Instagram,Carousel,Food,20,151,1,1,34332,6.13
Twitter,Thread,Healthcare,7,226,0,1,34463,4.09
Twitter,Tweet,Entertainment,22,78,0,0,21231,3.22
LinkedIn,Article,Fitness,11,166,0,1,19602,4.32
LinkedIn,Post,Entertainment,9,73,0,1,25226,3.44
Instagram,Post,Entertainment,22,206,0,1,26502,3.88
Instagram,Carousel,Travel,10,91,0,0,31834,3.74
Instagram,Post,Food,15,236,1,1,29466,4.49
Instagram,Carousel,FinTech,6,209,1,0,30002,4.7
Twitter,Tweet,Healthcare,21,110,0,1,26616,4.17
Twitter,Tweet,Healthcare,6,112,1,0,17250,3.98
Facebook,Image,RealEstate,17,59,0,0,26535,3.28
YouTube,Shorts,Travel,8,62,0,1,28416,6.46
LinkedIn,Post,Tech,17,59,0,1,22356,3.78
Twitter,Tweet,Sports,19,190,0,1,29530,5.16
Instagram,Image,Travel,22,155,0,0,22636,3.48
Instagram,Reel,Tech,15,159,1,1,42435,6.74
YouTube,Shorts,EdTech,21,183,1,1,56522,8.25
YouTube,Video,Entertainment,15,99,0,0,24032,5.56
Instagram,Carousel,Sports,19,155,0,1,32187,5.55
Facebook,Image,RealEstate,12,226,1,1,36481,5.28
LinkedIn,Article,Beauty,23,132,0,0,27339,3.72
LinkedIn,Article,Entertainment,6,94,0,1,30914,3.92
Twitter,Thread,Sports,7,215,0,1,21809,3.76
Twitter,Thread,Tech,19,240,0,1,39759,5.8
LinkedIn,Post,FinTech,16,140,0,0,22621,3.07
Instagram,Image,Gaming,23,92,1,0,25324,3.93
LinkedIn,Article,Entertainment,7,119,1,0,25639,4.11
LinkedIn,Article,Food,12,184,1,0,22806,4.84
Instagram,Carousel,Fashion,20,179,0,1,43844,5.48
Facebook,Image,Travel,21,237,1,1,29348,5.59
Instagram,Carousel,FinTech,7,167,1,0,17852,4.08
Instagram,Reel,Travel,20,61,0,1,28169,6.61
LinkedIn,Post,Travel,12,99,1,1,32860,5.26
Twitter,Tweet,Food,10,90,1,0,16125,2.62
YouTube,Live,Fashion,12,188,1,1,37080,8.01
LinkedIn,Post,EdTech,8,129,1,1,19105,4.69
Instagram,Post,RealEstate,7,77,1,0,20236,4.1
Twitter,Tweet,Entertainment,20,207,1,1,35382,5.89
Facebook,Video,Sports,23,70,1,0,27132,5.17
Twitter,Tweet,Tech,15,225,1,1,23432,4.71
Facebook,Video,Food,17,150,0,1,32199,4.26
Twitter,Thread,Fitness,8,171,0,1,25576,3.79
Facebook,Post,Sports,17,204,0,0,23446,2.95
Instagram,Image,Beauty,8,127,1,1,33530,5.01
Facebook,Video,FinTech,23,90,1,1,24462,5.71
Facebook,Video,Healthcare,19,250,1,1,42210,6.41
Facebook,Image,RealEstate,8,239,1,0,28335,3.77
Twitter,Thread,Beauty,9,163,0,1,33984,4.0
Instagram,Reel,RealEstate,18,133,1,0,25878,6.26
Facebook,Video,Sports,6,243,0,0,24053,3.44
LinkedIn,Article,Healthcare,20,100,0,1,30623,5.43
LinkedIn,Article,Entertainment,17,72,0,1,30316,4.06
LinkedIn,Post,Travel,23,63,0,1,17761,3.61
Instagram,Carousel,Gaming,18,210,1,1,36994,6.62
Twitter,Tweet,RealEstate,11,171,0,0,18915,2.42
LinkedIn,Article,EdTech,15,221,0,0,17755,4.65
Instagram,Carousel,Entertainment,21,218,1,0,22192,5.4
Twitter,Thread,Sports,19,209,0,1,34803,5.57
YouTube,Shorts,Gaming,17,107,0,1,36792,6.16
YouTube,Shorts,Entertainment,13,232,1,1,61018,7.88
YouTube,Shorts,Fitness,7,195,1,1,31197,6.77
Twitter,Tweet,EdTech,22,242,1,1,25898,4.35
YouTube,Live,Fashion,13,170,0,1,48181,8.12
LinkedIn,Post,Tech,20,181,1,1,32628,5.66
LinkedIn,Article,EdTech,7,227,1,1,26230,5.56
Twitter,Tweet,Healthcare,7,218,1,0,19576,3.02
Instagram,Carousel,Beauty,8,250,1,1,25718,4.99
LinkedIn,Article,Food,6,239,0,0,36840,4.31
Facebook,Video,Tech,17,94,1,0,25671,4.25
YouTube,Video,Travel,8,87,0,1,50301,7.22
Twitter,Tweet,RealEstate,20,235,0,0,31981,4.28
LinkedIn,Post,RealEstate,14,243,0,0,19259,3.38
Twitter,Thread,Food,21,241,0,1,42124,5.75
Twitter,Thread,Food,10,185,1,0,27053,4.19
Twitter,Thread,RealEstate,16,185,0,0,31342,3.55
LinkedIn,Article,Healthcare,14,135,1,1,35675,5.07
LinkedIn,Article,Tech,13,237,0,1,37009,4.91
Facebook,Post,Beauty,6,222,0,0,15816,3.1
Instagram,Reel,RealEstate,20,139,0,1,32677,6.97
Instagram,Reel,Healthcare,8,64,0,0,33777,5.05
Instagram,Carousel,Gaming,11,78,0,1,26046,4.57
Instagram,Post,Food,19,227,1,1,30164,5.67
Instagram,Image,Sports,7,147,1,1,21831,5.15
LinkedIn,Post,Tech,8,175,0,1,24102,4.24
Twitter,Tweet,EdTech,23,246,1,0,27679,3.52
Instagram,Post,Entertainment,14,76,0,0,22574,4.53
LinkedIn,Article,Fitness,21,88,0,0,35551,5.13
LinkedIn,Post,Entertainment,16,150,0,1,27296,4.18
Twitter,Tweet,Beauty,13,50,1,1,24671,4.87
YouTube,Shorts,Travel,15,152,0,0,29139,4.84
LinkedIn,Post,Tech,15,215,0,0,20031,3.17
Twitter,Tweet,Food,18,77,1,1,26859,5.58
Twitter,Tweet,EdTech,7,99,0,0,20742,2.91
Instagram,Image,Tech,23,165,0,0,16582,2.99
LinkedIn,Post,Gaming,9,104,1,0,26273,3.07
Facebook,Image,Fitness,10,175,0,1,39088,4.62
Instagram,Carousel,Entertainment,10,53,0,0,28850,3.48
Instagram,Post,Healthcare,11,201,0,0,20142,3.77
YouTube,Live,FinTech,8,101,1,1,54171,7.01
Twitter,Thread,Fashion,23,85,1,0,26728,3.81
YouTube,Video,Travel,8,80,1,0,45330,6.38
Facebook,Video,Travel,23,92,1,0,36900,4.29
Instagram,Carousel,Fashion,18,249,0,0,38282,4.74
Instagram,Reel,Fitness,11,72,1,1,45354,6.12
Twitter,Tweet,FinTech,10,213,1,1,24316,4.13
Facebook,Video,Entertainment,7,202,0,1,30590,4.88
LinkedIn,Article,Gaming,6,192,0,0,20187,3.69
Instagram,Image,Sports,23,179,0,1,34659,4.31
Facebook,Post,Fitness,12,78,0,1,31140,5.3
Facebook,Video,Fitness,7,215,1,1,26390,5.14
LinkedIn,Article,Healthcare,20,61,0,0,39509,4.73
Facebook,Image,Sports,6,174,0,0,25058,3.02
Twitter,Thread,Gaming,12,241,1,0,34728,4.98
LinkedIn,Post,Fashion,13,238,1,0,23775,4.18
Instagram,Post,Healthcare,21,63,1,0,29786,5.61
Twitter,Tweet,Gaming,17,84,1,0,21080,2.71
LinkedIn,Post,Travel,10,58,0,1,18537,4.11
Twitter,Thread,Gaming,11,244,1,0,32997,4.16
YouTube,Video,Sports,11,197,0,0,33187,5.53
Twitter,Tweet,Healthcare,21,168,1,0,36037,4.93
Facebook,Image,Travel,19,198,0,0,35947,4.19
Instagram,Post,Fitness,7,170,0,1,32415,5.06
Twitter,Tweet,Tech,21,111,0,0,37721,4.92
Twitter,Tweet,EdTech,17,125,0,0,15052,2.65
LinkedIn,Post,Entertainment,20,196,0,1,33914,5.02
Facebook,Video,Gaming,11,144,1,0,41279,5.08
Instagram,Post,Entertainment,16,185,0,1,33503,5.13
LinkedIn,Post,Sports,8,208,1,0,25331,3.29
LinkedIn,Post,Fashion,18,143,1,0,26372,4.53
Facebook,Video,Beauty,8,193,0,0,21957,3.89
YouTube,Video,RealEstate,21,238,0,0,32450,6.16
LinkedIn,Article,Food,7,66,1,1,29937,4.73
YouTube,Live,Fashion,21,231,1,1,49250,7.8
Instagram,Carousel,Tech,8,70,1,0,19057,3.69
Instagram,Carousel,Food,9,228,0,1,20908,4.49
YouTube,Live,Fitness,15,156,0,1,35568,6.59
Twitter,Tweet,Food,12,66,0,0,33060,4.02
LinkedIn,Article,Healthcare,16,217,1,1,33975,4.7
YouTube,Live,Tech,20,127,0,1,39422,8.09
LinkedIn,Post,Tech,17,123,0,0,18266,2.91
Twitter,Tweet,Healthcare,11,232,1,0,27350,3.28
Facebook,Image,FinTech,9,60,1,0,24208,3.97
LinkedIn,Post,FinTech,23,231,0,1,19859,3.55
LinkedIn,Article,Beauty,11,186,1,0,31976,4.25
Twitter,Thread,Sports,10,167,1,0,20724,3.87
YouTube,Live,Travel,15,171,1,0,46535,6.2
Twitter,Thread,Entertainment,9,237,1,0,22552,3.92
YouTube,Video,Food,6,152,0,1,37140,7.48
LinkedIn,Post,Healthcare,12,199,0,1,19680,4.34
Instagram,Post,RealEstate,8,181,1,0,24583,3.79
YouTube,Live,Beauty,7,220,1,1,33198,6.75
Twitter,Thread,Gaming,17,53,1,1,25853,4.58
Twitter,Tweet,FinTech,20,239,1,1,26296,5.25
Twitter,Thread,EdTech,8,86,0,1,30935,4.78
LinkedIn,Post,Healthcare,18,72,0,1,37643,5.77
Twitter,Tweet,Beauty,20,231,0,0,23996,3.77
Twitter,Thread,Beauty,21,60,1,1,36061,5.67
Twitter,Tweet,Fitness,6,89,1,1,39295,4.49
Twitter,Tweet,RealEstate,15,156,0,1,32670,3.58
Facebook,Image,Fashion,14,176,0,1,34105,5.05
YouTube,Shorts,Food,21,227,0,1,48674,7.78
YouTube,Video,Food,11,198,0,0,27847,4.89
Facebook,Post,EdTech,7,119,1,1,35739,5.32
Instagram,Image,Food,22,213,0,0,34050,4.22
Facebook,Image,Healthcare,11,189,1,1,38339,4.45
LinkedIn,Article,RealEstate,17,74,1,0,16145,3.94
YouTube,Shorts,Travel,21,155,1,0,29776,7.31
Facebook,Video,FinTech,12,193,0,1,31621,5.73
Instagram,Carousel,Fitness,21,139,1,1,32748,6.46
Twitter,Thread,EdTech,15,57,0,0,23147,4.1
Facebook,Video,FinTech,15,82,0,0,19531,3.93
Instagram,Reel,Fitness,21,243,1,0,27391,6.18
Instagram,Reel,Tech,9,114,0,0,26466,4.25
Instagram,Reel,Sports,9,204,0,0,25432,4.51
LinkedIn,Post,Fashion,10,241,1,1,24259,4.49
YouTube,Live,Healthcare,13,179,0,0,51090,6.82
Instagram,Carousel,Entertainment,12,122,0,0,36121,3.89
Instagram,Carousel,Beauty,21,143,0,1,37217,5.79
Facebook,Post,Gaming,19,104,0,1,27897,5.39
LinkedIn,Post,Tech,9,183,0,1,33385,4.48
LinkedIn,Post,Fashion,16,176,0,1,27589,5.01
YouTube,Live,Food,20,107,1,1,58463,7.99
Facebook,Image,Sports,21,223,1,0,22866,4.7
Twitter,Tweet,Gaming,20,183,0,0,22088,4.42
Twitter,Tweet,Entertainment,11,66,1,0,20301,3.57
YouTube,Shorts,Fashion,13,158,1,1,59984,8.34
YouTube,Live,Food,18,141,1,1,49204,8.43
LinkedIn,Post,Sports,20,77,0,1,32393,5.06
Facebook,Video,EdTech,6,75,0,0,29924,4.24
Instagram,Carousel,Gaming,16,89,1,0,30767,4.44
YouTube,Shorts,Sports,20,101,1,1,49853,8.53
LinkedIn,Article,Sports,23,189,0,0,22070,3.8
Twitter,Thread,Travel,18,163,1,0,21465,5.43
YouTube,Live,Sports,15,230,0,1,37306,6.97
LinkedIn,Article,Tech,9,195,1,1,35566,5.65
Facebook,Video,Fitness,18,117,1,1,47001,6.96
LinkedIn,Article,Travel,7,57,0,0,28691,3.53
LinkedIn,Post,Sports,16,147,0,1,23843,4.06
Twitter,Thread,Fitness,13,113,0,1,32892,5.38
Instagram,Image,Fashion,16,93,0,1,19923,4.17
Twitter,Thread,Food,6,228,1,0,23063,3.95
YouTube,Shorts,Travel,9,175,0,0,30436,5.34
YouTube,Live,Travel,11,207,1,1,55430,7.01
Facebook,Post,RealEstate,8,187,0,1,22634,4.71
LinkedIn,Article,Sports,13,209,0,0,28973,4.28
LinkedIn,Post,Healthcare,22,171,1,0,25082,3.52
Instagram,Image,Beauty,15,160,1,0,22546,3.46
LinkedIn,Article,RealEstate,23,96,0,0,28000,3.9
Facebook,Video,Entertainment,20,118,1,0,35271,5.96
LinkedIn,Article,EdTech,13,88,1,1,36357,6.57
Instagram,Carousel,Gaming,14,123,0,1,36873,4.98
Facebook,Post,FinTech,9,88,0,0,22705,3.29
LinkedIn,Article,Tech,23,161,1,0,20378,4.2
LinkedIn,Post,Fitness,14,121,0,0,38303,4.23
Twitter,Tweet,Fitness,8,130,1,0,28136,3.26
LinkedIn,Post,Gaming,10,110,0,0,24417,3.11
YouTube,Live,Food,21,73,0,0,52400,6.94
LinkedIn,Article,Healthcare,18,241,0,1,27027,5.87
Instagram,Carousel,FinTech,14,162,1,1,43243,5.42
Instagram,Post,Beauty,17,229,0,1,30447,4.58
Twitter,Tweet,Food,10,142,1,1,35625,4.73
Instagram,Reel,Entertainment,7,226,0,1,34518,5.39
LinkedIn,Article,Sports,9,186,0,1,24412,4.65
Twitter,Thread,Food,8,243,0,1,19833,4.02
Twitter,Thread,Sports,19,58,1,0,44298,5.48
Twitter,Thread,Entertainment,19,135,1,0,32303,4.39
LinkedIn,Post,Travel,19,204,1,1,35265,5.48
Instagram,Carousel,RealEstate,20,214,0,0,27147,4.85
LinkedIn,Article,Healthcare,8,78,0,0,30481,4.23
Facebook,Video,RealEstate,19,131,1,1,52890,6.67
Facebook,Post,EdTech,16,122,0,0,20008,2.98
Facebook,Post,Gaming,13,55,0,0,34276,4.55
Twitter,Tweet,Food,11,62,1,1,25438,3.72
Facebook,Image,Travel,11,195,0,0,21094,2.32
Twitter,Thread,RealEstate,21,80,0,0,27353,4.68
LinkedIn,Article,Entertainment,21,147,0,1,41131,5.6
YouTube,Video,Food,12,157,0,1,45974,6.69
Instagram,Image,Food,13,208,1,0,29803,4.88
Twitter,Tweet,Fitness,21,84,1,1,37290,5.6
Twitter,Thread,Entertainment,14,68,0,0,17517,3.67
Facebook,Post,Travel,7,51,1,1,23994,4.19
LinkedIn,Post,Beauty,7,198,0,1,23199,4.35
Twitter,Thread,Tech,10,72,1,1,23247,5.06
Instagram,Image,Fitness,10,177,1,1,40216,4.96
LinkedIn,Article,Healthcare,14,182,1,1,47215,6.44
LinkedIn,Article,Sports,10,192,1,0,18063,3.67
Instagram,Carousel,EdTech,7,170,1,0,26796,3.39
Twitter,Tweet,Tech,7,163,1,1,26631,4.02
Instagram,Carousel,Fashion,17,73,0,1,26589,4.48
Facebook,Video,Beauty,14,194,0,0,33505,4.7
YouTube,Video,Gaming,8,113,1,0,44832,5.9
Instagram,Image,RealEstate,9,150,1,0,32261,4.14
Facebook,Image,Fashion,20,231,1,1,35300,5.4
YouTube,Live,Fitness,16,61,1,1,61142,7.58
YouTube,Video,FinTech,7,214,1,1,47148,6.97
Instagram,Post,Fashion,18,115,0,0,45117,5.15
Twitter,Tweet,Fitness,12,91,1,1,29302,5.04
Facebook,Image,Food,21,160,1,0,31158,5.08
Instagram,Image,Beauty,12,175,1,1,34063,5.83
YouTube,Live,Gaming,8,243,1,1,44116,7.18
Twitter,Thread,Fashion,7,181,1,1,34032,5.06
Facebook,Post,Beauty,22,71,1,1,28704,5.23
Twitter,Thread,EdTech,10,225,1,0,26453,3.88
LinkedIn,Post,Beauty,8,61,0,1,23851,4.28
